ZipCode,StartMonthJan,StartMonthFeb,StartMonthMar,StartMonthApr,StartMonthMay,StartMonthJun,StartMonthJul,StartMonthAug,StartMonthSept,StartMonthOct,StartMonthNov,StartMonthDec,StartYear2013,StartYear2014,StartYear2015,StartYear2016,StartYear2017,StartHour0,StartHour1,StartHour2,StartHour3,StartHour4,StartHour5,StartHour6,StartHour7,StartHour8,StartHour9,StartHour10,StartHour11,StartHour12,StartHour13,StartHour14,StartHour15,StartHour16,StartHour17,StartHour18,StartHour19,StartHour20,StartHour21,StartHour22,StartHour23,StartDayMon,StartDayTues,StartDayWed,StartDayThurs,StartDayFri,StartDaySat,StartDaySun,depressed_raw,suicidal_thoughts_raw,self_harm_raw,third_party_raw,abuse_physical_raw,abuse_sexual_raw,anxiety_raw,bereavement_raw,bully_raw,eating_raw,family_raw,friend_raw,gender_lgbtq_raw,isolated_raw,medical_raw,other_raw,relationship_raw,stress_raw,substance_abuse_raw,financial_raw,mental_raw,none_raw,work_raw,testing_raw,abuse_emotional_raw,domestic_violence_raw,military_raw,school_raw,election_raw,homeless_raw,homicide_raw,medication_raw,psychiatric_hospitalization_raw,therapist_psychiatrist_raw,sexual_assault_raw,suicidal_desire_raw,suicidal_intent_raw,suicidal_capability_raw,suicidal_timeframe_raw,active_rescue_raw,mandatory_report_raw,Convo_length_min_MEAN,Convo_length_min_MEDIAN,Convo_length_min_MIN,Convo_length_min_MAX,convo,NumConvos_MEAN,NumConvos_MEDIAN,NumConvos_MIN,NumConvos_MAX,FirstToLastConvoMin_MEAN,FirstToLastConvoMin_MEDIAN,FirstToLastConvoMin_MIN,FirstToLastConvoMin_MAX,FirstToLastConvoHours_MEAN,FirstToLastConvoHours_MEDIAN,FirstToLastConvoHours_MIN,FirstToLastConvoHours_MAX,FirstToLastConvoDays_MEAN,FirstToLastConvoDays_MEDIAN,FirstToLastConvoDays_MIN,FirstToLastConvoDays_MAX,actor_meanlength_min,NumIssues_MEAN,NumIssues_MEDIAN,NumIssues_MIN,NumIssues_MAX,abuse_emotional_EVER_SUM,abuse_physical_EVER_SUM,abuse_sexual_EVER_SUM,anxiety_EVER_SUM,bereavement_EVER_SUM,bully_EVER_SUM,depressed_EVER_SUM,domestic_violence_EVER_SUM,eating_EVER_SUM,election_EVER_SUM,family_EVER_SUM,financial_EVER_SUM,friend_EVER_SUM,gender_lgbtq_EVER_SUM,homeless_EVER_SUM,homicide_EVER_SUM,isolated_EVER_SUM,medical_EVER_SUM,medication_EVER_SUM,mental_EVER_SUM,military_EVER_SUM,other_EVER_SUM,psychiatric_hospitalization_EVER_SUM,relationship_EVER_SUM,school_EVER_SUM,self_harm_EVER_SUM,sexual_assault_EVER_SUM,stress_EVER_SUM,substance_abuse_EVER_SUM,suicidal_capability_EVER_SUM,suicidal_desire_EVER_SUM,suicidal_intent_EVER_SUM,suicidal_thoughts_EVER_SUM,suicidal_timeframe_EVER_SUM,therapist_psychiatrist_EVER_SUM,work_EVER_SUM,UndupNumIssues_MEAN,UndupNumIssues_MEDIAN,UndupNumIssues_MIN,UndupNumIssues_MAX,Stigma_MEAN,Stigma_MEDIAN,Stigma_MIN,Stigma_MAX
10524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5999999364217,24.5999999364217,24.5999999364217,24.5999999364217,1,1,1,1,1, , , , , , , , , , , , ,24.5999999364217,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3
10528,11,6,10,7,9,7,12,4,5,5,6,10,8,1,13,40,30,5,8,11,7,6,5,7,4,1,0,1,1,0,0,3,3,0,1,7,2,1,4,6,9,14,12,12,19,10,16,9,27,9,6,6,0,1,17,2,1,6,12,11,5,6,2,6,16,13,3,0,3,5,1,1,2,0,0,4,0,0,0,1,0,0,2,7,2,1,1,0,0,45.6473180102206,43.8833333651225,2.81666663487752,109.250000031789,92,3.04347826086957,2,1,11,547673.820440252,148793.383333302,31.5166666348775,1843877.6,9127.89700733753,2479.88972222169,.525277777247959,30731.2933333333,380.329041972397,103.328738425904,.0218865740519983,1280.47055555556,45.8527173933775,1.81521739130435,1.5,0,6,3,0,11,36,2,3,47,0,17,0,27,0,23,19,0,0,15,3,2,3,0,17,0,31,8,11,4,34,4,2,10,3,21,2,0,2,3.91304347826087,3,0,11,2.54545454545455,3,1,5
10530,1,0,2,1,1,2,1,2,0,1,2,1,0,1,4,8,1,0,1,2,1,1,3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,1,2,2,4,2,1,2,3,3,2,1,1,1,1,0,2,0,5,1,2,2,0,2,5,2,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,1,1,0,0,49.18690478007,51.5833333174388,8.26666673024496,89.8000000317891,14,2,1,1,4,702668.294444423,1047005.9833333,13992.9166666667,1047005.9833333,11711.1382407404,17450.0997222217,233.215277777778,17450.0997222217,487.964093364183,727.087488425904,9.71730324074074,727.087488425904,49.18690478007,3.07142857142857,2,0,8,0,4,4,1,0,4,6,1,0,0,7,2,4,4,0,0,5,0,0,1,0,3,0,7,4,4,0,5,0,4,5,5,5,4,0,0,6.35714285714286,2,0,17,1.90909090909091,1,1,5
10532,1,0,1,1,1,0,0,1,0,0,1,5,0,1,3,6,1,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,2,1,1,3,4,7,1,0,0,0,3,0,0,1,1,1,0,0,1,1,1,3,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,4,1,0,0,60.5761904716492,55.7833333333333,40.8000000317891,99.7166666984558,11,3,2,1,5,848110.504761959,642436.300000064,642436.300000064,1362296.0166667,14135.175079366,10707.2716666677,10707.2716666677,22704.9336111116,588.965628306916,446.136319444489,446.136319444489,946.038900462985,57.030833325386,4.36363636363636,4,1,9,0,0,0,6,0,0,7,0,1,0,5,0,1,0,0,0,0,5,0,7,0,5,0,5,1,1,0,6,5,6,7,7,7,5,0,0,7.90909090909091,6,1,14,1.54545454545455,1,1,3
10533,1,0,3,5,4,0,5,1,1,5,4,5,1,1,8,14,10,1,0,2,1,4,4,1,0,0,0,0,0,0,2,1,0,1,4,0,4,4,2,2,1,4,2,7,4,4,8,5,13,6,4,0,0,0,12,0,0,0,3,8,0,9,0,1,10,8,0,1,0,1,1,1,0,0,0,4,0,0,0,2,0,1,0,5,3,3,0,0,0,55.8091954044912,49.6999999682109,2.44999996821086,115.433333333333,34,4.52941176470588,2,1,11,515691.803703729,522633.883333365,4217.68333336512,1220809.01666667,8594.86339506214,8710.56472222275,70.294722222752,20346.8169444444,358.119308127589,362.940196759281,2.92894675928133,847.784039351852,56.4738005070975,2.76470588235294,2,0,9,0,0,0,23,0,0,25,0,0,0,5,2,15,0,0,0,18,0,12,0,0,11,0,20,14,4,0,21,0,13,16,13,17,0,1,2,6.82352941176471,5.5,0,13,2.48387096774194,3,1,5
10536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1666666666667,46.1666666666667,46.1666666666667,46.1666666666667,1,1,1,1,1, , , , , , , , , , , , ,46.1666666666667,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1
10538,16,7,9,7,7,10,4,9,8,1,11,6,1,16,16,35,27,6,8,8,13,9,11,3,2,3,0,0,0,1,2,0,0,3,1,5,4,5,4,3,4,10,15,11,12,12,18,17,25,28,16,4,0,1,18,4,5,1,21,10,5,9,1,8,17,18,1,1,4,2,1,2,0,0,0,7,1,1,0,0,0,0,0,19,8,7,4,2,1,51.5702380937243,48.9749999841054,11.9166666666667,113.583333301544,95,4.58947368421053,2,1,14,565527.381920898,273852.516666667,64.75,1529191.46666667,9425.4563653483,4564.20861111111,1.07916666666667,25486.5244444444,392.727348556179,190.175358796296,.0449652777777778,1061.93851851852,52.2701180286838,2.53684210526316,2,0,9,0,0,1,51,16,23,49,0,14,6,42,1,31,17,2,0,32,1,0,10,0,19,0,48,25,39,1,47,3,27,50,27,52,6,0,1,6.74736842105263,6,0,17,1.98648648648649,1,1,5
10541,17,27,20,25,12,37,24,9,7,14,12,33,0,35,42,98,62,20,23,35,19,18,8,2,5,3,1,2,1,4,2,5,11,8,11,5,10,12,15,7,10,34,51,28,27,29,35,33,75,36,34,11,1,4,41,2,4,6,53,32,0,26,5,22,32,36,6,4,4,11,2,5,1,0,0,9,0,1,0,0,0,1,0,21,8,5,3,2,2,48.0127450969484,46.7083333492279,2.3,114.216666666667,237,7.18987341772152,3,1,23,237705.964484127,106657.183333333,51.9833333333333,993708.966666667,3961.76607473544,1777.61972222222,.866388888888889,16561.8161111111,165.07358644731,74.0674884259259,.036099537037037,690.075671296296,48.2107823118801,2,1,0,10,1,23,7,127,19,9,146,0,19,0,122,5,81,0,2,0,98,27,0,11,0,81,0,75,26,103,0,118,30,8,72,37,102,5,2,3,5.73417721518987,5,0,12,2.545,3,1,5
10543,10,15,11,10,6,7,22,11,3,13,7,5,3,5,10,53,49,6,12,20,7,13,9,0,5,1,0,1,2,1,1,0,2,3,2,5,6,8,7,3,6,11,20,20,20,18,25,6,31,25,8,0,0,1,24,0,0,2,32,10,2,12,5,9,19,26,1,10,6,3,6,1,0,0,0,5,0,0,0,0,0,0,0,21,6,3,1,1,0,51.7066037771837,49.8166666666667,5.65000003178914,114.533333333333,120,29.575,11,1,60,555702.116000026,581779.433333365,425.566666634878,1641458.2166667,9261.70193333375,9696.32388888942,7.09277777724796,27357.636944445,385.90424722224,404.013495370392,.295532407385332,1139.90153935187,52.0047517811725,2.20833333333333,2,0,8,0,0,11,90,0,0,100,0,11,0,85,53,69,3,0,0,73,64,0,21,0,70,0,78,66,23,0,90,3,6,42,21,42,6,0,53,9,12,0,12,2.54716981132075,3,1,5
10549,2,8,23,9,6,17,7,0,6,8,7,12,1,3,14,51,36,3,11,7,9,7,5,6,0,1,0,0,0,3,6,2,3,3,3,5,5,7,6,10,3,23,21,15,10,12,13,11,16,12,9,8,3,1,20,1,6,0,17,14,0,8,2,8,23,18,2,3,6,7,6,1,0,0,0,7,0,0,1,0,0,1,1,9,4,3,1,0,0,50.0895390094595,48.7083333492279,1.08333330154419,110.55,105,3.20952380952381,2,1,12,121888.576851872,81171.5499999682,61.5666666984558,770299.083333333,2031.47628086453,1352.85916666614,1.02611111164093,12838.3180555556,84.6448450360221,56.3691319444224,.0427546296517054,534.929918981481,51.5787403765553,1.92380952380952,1,0,8,0,5,1,47,1,17,30,0,0,0,24,7,37,0,0,1,16,4,0,6,0,21,0,36,9,24,1,41,3,5,10,5,14,1,2,10,3.6,3,0,14,2.68604651162791,3,1,5
10552,3,6,3,7,6,3,3,2,6,2,4,9,0,17,16,16,5,3,4,2,3,4,4,3,0,0,1,2,2,2,3,0,1,1,1,3,4,1,4,1,5,11,11,11,4,4,4,9,23,12,3,4,0,2,14,1,0,0,5,5,1,12,3,3,5,12,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,5,4,0,0,0,58.7182539659833,65.175,2.01666669845581,112.033333333333,54,12.1851851851852,6,1,24,400138.032558174,466940.000000064,21404.2499999364,658246.8,6668.96720930291,7782.33333333439,356.73749999894,10970.78,277.873633720954,324.263888888933,14.8640624999558,457.115833333333,60.9292452800199,2.2962962962963,2,0,8,0,0,4,38,24,0,41,0,0,0,33,0,27,1,0,0,25,24,0,2,0,25,0,30,1,8,0,36,3,9,14,10,41,0,0,1,7.35185185185185,10,0,11,2.39130434782609,3,1,5
10553,0,3,1,0,0,0,2,1,0,1,0,3,0,0,3,3,5,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,3,1,2,0,0,1,3,3,0,0,0,0,2,1,0,1,2,0,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,58.9416666666667,61.9916666507721,10.2166666984558,92.9999999682109,11,2.81818181818182,3,1,4,241317.351851831,58792.4666666031,13056.6833333333,492341.35,4021.95586419718,979.874444443385,217.611388888889,8205.68916666667,167.581494341549,40.8281018518077,9.0671412037037,341.903715277778,58.1823232323232,2.18181818181818,2,0,4,0,0,0,5,4,0,4,0,4,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,5,0,2,6,6,6,0,0,0,5.09090909090909,4,0,9,2.63636363636364,3,1,5
10560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4833333333333,41.4833333333333,41.4833333333333,41.4833333333333,1,2,2,2,2,18422.95,18422.95,18422.95,18422.95,307.049166666667,307.049166666667,307.049166666667,307.049166666667,12.7937152777778,12.7937152777778,12.7937152777778,12.7937152777778,41.4833333333333,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3
10562,3,0,0,1,2,1,0,2,0,2,2,2,0,1,4,6,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,2,1,0,3,1,0,4,4,3,2,2,0,2,0,0,0,0,0,2,1,2,0,0,0,0,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,46.5366666666667,38.1166666666667,2.11666669845581,104.8,15,1.4,1,1,2,91233.3388888783,1246.71666666667,118.9,272334.399999968,1520.55564814797,20.7786111111111,1.98166666666667,4538.90666666614,63.3564853394988,.865775462962963,.0825694444444444,189.121111111089,46.5366666666667,1.06666666666667,1,0,3,0,0,0,0,0,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,2,0,2,0,0,0,1.26666666666667,1,0,3,3.38461538461538,3,1,5
10566,2,4,2,1,3,6,4,0,0,5,1,1,0,0,2,16,11,1,3,1,5,1,1,0,1,0,1,1,2,1,0,1,0,0,2,1,0,1,1,2,3,5,8,2,1,4,6,3,8,0,2,2,0,0,6,0,1,0,2,4,1,4,0,3,8,6,1,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7535714285714,54.9916666507721,9.25,104.749999968211,29,1.48275862068966,1,1,3,115468.434848462,38757.6333333333,656.433333269755,338966.016666667,1924.47391414103,645.960555555556,10.9405555544959,5649.43361111111,80.1864130892095,26.9150231481481,.45585648143733,235.39306712963,52.7431034482759,1.6551724137931,1,0,6,2,0,0,8,0,1,10,0,0,0,2,1,7,1,0,0,5,0,0,0,0,4,0,9,0,2,0,8,1,0,0,0,0,0,0,0,2.10344827586207,2,0,7,3.08,3,1,5
10573,0,2,2,2,1,1,0,0,0,3,0,0,0,3,2,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,2,2,2,0,2,1,4,3,4,0,0,0,3,0,0,1,4,2,0,0,0,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,35.7666666825612,34.1916666666667,16.3666666984558,57.0833333333333,11,6.09090909090909,8,1,8,1256363.64999997,1256363.64999997,1256363.64999997,1256363.64999997,20939.3941666661,20939.3941666661,20939.3941666661,20939.3941666661,872.474756944422,872.474756944422,872.474756944422,872.474756944422,35.6309523970993,2.90909090909091,3,1,6,0,0,0,10,0,0,9,0,8,0,9,0,9,0,0,0,0,0,0,1,0,8,0,8,8,8,0,2,1,0,9,0,9,0,0,0,9,11,3,11,1.6,1,1,5
10580,11,13,5,3,5,9,5,2,17,12,7,5,0,2,18,44,30,6,7,6,5,7,6,4,2,2,1,2,1,2,2,1,3,1,7,3,4,4,4,6,8,19,13,16,9,21,6,10,26,20,4,1,1,6,23,3,2,1,17,14,1,11,0,4,22,20,1,5,5,5,2,1,1,0,0,4,1,1,0,0,0,1,0,19,5,1,1,0,0,55.5090909074395,50.7,6.83333330154419,114.8,94,7.46808510638298,3,1,20,370259.586222225,188522.149999968,39.5,981940.266666699,6170.99310370375,3142.0358333328,.658333333333333,16365.6711111116,257.124712654323,130.9181597222,.0274305555555556,681.902962962985,57.8463827829978,2.36170212765957,2,0,10,3,1,16,56,5,2,63,0,19,1,46,28,38,7,2,0,42,0,0,18,0,17,0,33,6,6,0,55,1,2,27,12,29,1,19,19,6.1063829787234,6,0,12,2.51685393258427,3,1,5
10589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.133333269755,91.133333269755,91.133333269755,91.133333269755,1,1,1,1,1, , , , , , , , , , , , ,91.133333269755,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3
10594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5499999682109,15.5499999682109,15.5499999682109,15.5499999682109,1,1,1,1,1, , , , , , , , , , , , ,15.5499999682109,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3
10601,12,8,9,3,12,12,10,1,2,5,7,7,0,2,13,36,37,3,8,14,4,9,2,1,2,0,0,0,1,2,3,1,5,2,5,3,3,3,3,4,10,12,8,14,14,17,9,14,28,15,14,2,0,3,20,1,2,2,20,12,0,9,3,7,8,18,2,3,3,1,3,4,1,0,0,4,2,0,0,0,0,0,2,15,8,4,0,0,0,52.4549382739597,52.4166666348775,1.93333333333333,109.766666698456,88,2.73863636363636,2,1,9,293733.574305556,188887.008333333,4194.39999996821,976601.4,4895.55957175927,3148.11680555556,69.9066666661368,16276.69,203.981648823303,131.171533564815,2.9127777777557,678.195416666667,51.8770616063005,2.375,2,0,11,1,0,7,37,3,13,48,0,3,10,41,5,30,0,0,0,15,6,0,6,0,16,0,17,4,14,8,35,6,10,20,12,20,0,0,3,4.43181818181818,4,0,11,2.51898734177215,3,1,5
10603,0,0,0,0,1,5,1,1,0,0,0,1,0,2,2,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,2,2,0,1,0,2,2,1,0,0,0,1,0,0,0,1,3,0,1,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,42.2851851816531,43.4833333651225,3.68333333333333,80.6000000317892,9,1.55555555555556,2,1,2,310534.586666673,9881.83333336512,46.8833333651225,771348.666666635,5175.57644444455,164.697222222752,.781388889418708,12855.8111111106,215.649018518523,6.86238425928133,.0325578703924462,535.658796296274,44.8712962909981,2.44444444444444,1,0,9,0,0,0,3,0,0,2,0,0,0,1,1,4,0,1,0,1,0,0,0,0,2,0,4,0,2,0,3,0,1,2,1,2,0,0,0,3.33333333333333,1,0,12,2.85714285714286,3,1,5
10604,1,5,12,2,2,6,7,2,2,4,2,5,0,2,4,27,17,7,3,4,2,5,4,1,2,0,1,1,1,0,1,1,1,1,1,1,1,4,2,2,4,8,7,8,7,5,8,7,16,13,6,1,1,0,16,0,2,1,7,5,1,3,3,6,7,9,0,2,0,1,2,0,1,1,0,1,1,0,0,1,0,0,0,11,5,3,1,0,0,56.6978260952493,54.2250000158946,3.4,115.416666634878,50,3.04,1,1,8,518283.307638886,468050.25,1394.88333339691,1468297.0166666,8638.05512731477,7800.8375,23.2480555566152,24471.6169444434,359.918963638115,325.034895833333,.968668981525633,1019.65070601847,57.3753887367897,2.5,2,0,8,3,1,0,28,0,9,27,1,1,1,18,2,11,2,0,0,9,4,8,0,0,8,0,12,1,17,0,16,0,8,21,9,23,6,0,3,4.98,3.5,0,12,2.24444444444444,3,1,5
10606,6,5,14,7,3,9,10,4,1,9,18,14,0,7,15,56,22,12,4,4,8,8,6,3,1,0,2,1,0,3,1,3,2,9,4,4,2,5,5,10,3,15,20,11,13,17,9,15,36,28,14,3,1,1,22,1,12,4,25,7,4,9,4,5,9,19,0,3,8,6,2,0,0,1,0,11,1,0,0,0,0,1,0,22,9,6,1,1,1,52.9920454552679,51.0916666507721,4.11666663487752,114.149999968211,100,5.99,3,1,20,294765.459895824,263762.433333302,35.05,1046643.06666667,4912.7576649304,4396.04055555503,.584166666666667,17444.0511111111,204.698236038767,183.168356481459,.0243402777777778,726.835462962963,52.6519463340081,2.66,2,0,9,0,2,1,57,20,27,64,20,27,2,52,4,10,24,0,0,14,5,1,34,0,7,0,13,37,43,0,52,0,28,48,29,50,3,4,3,6.81,5,0,16,2.21978021978022,2,1,5
10701,28,24,15,21,21,37,38,8,8,6,23,12,5,31,37,80,88,13,19,24,21,12,12,4,4,3,2,1,3,8,2,6,10,6,15,14,10,11,17,7,17,27,50,29,36,32,36,31,61,31,18,16,8,4,47,2,5,5,53,28,8,32,5,16,45,45,11,3,5,9,4,4,3,2,0,13,3,1,0,1,0,2,0,23,11,10,2,1,0,47.6882882881451,43.5500000317891,3.84999996821086,114.999999936422,241,4.41078838174274,2,1,19,449833.307142856,493520.483333333,30.8666666666667,1278780.68333333,7497.22178571427,8225.34138888889,.514444444444444,21313.0113888889,312.384241071428,342.72255787037,.0214351851851852,888.042141203704,48.2971128835403,2.10373443983402,2,0,10,8,32,16,104,20,11,116,3,17,4,122,3,74,22,1,0,77,30,1,13,0,50,0,98,37,67,0,109,26,17,28,19,40,5,2,12,4.91286307053942,3,0,13,2.54326923076923,3,1,5
10703,11,11,18,22,17,10,17,12,11,18,17,20,2,17,27,90,48,20,13,13,21,12,10,7,2,1,1,2,2,2,6,6,4,4,3,10,14,6,14,4,7,36,28,23,15,25,31,26,63,36,26,3,1,2,36,2,3,9,33,28,2,16,4,9,27,36,3,1,7,10,7,6,3,2,0,12,1,0,0,0,0,0,0,30,13,9,2,3,3,49.5442800813408,48.8666666984558,2.31666663487752,113.933333333333,184,4.72826086956522,2,1,16,508306.589848488,419382.816666667,24.7666666666667,1508632.00000003,8471.77649747481,6989.71361111111,.412777777777778,25143.8666666672,352.990687394784,291.23806712963,.0171990740740741,1047.66111111113,50.2375673425107,2.29891304347826,2,0,9,21,16,5,77,5,16,111,17,28,1,83,1,56,3,0,0,59,33,0,11,0,15,0,60,36,52,0,78,7,22,82,29,86,3,0,7,5.54347826086957,4,0,15,2.51497005988024,3,1,5
10707,1,2,0,1,1,3,0,0,1,0,0,0,0,0,1,4,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,2,1,3,1,0,0,2,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.2555555520234,28.4666666984558,10.9166666984558,65.9999999364217,9,2.22222222222222,2,1,4,406193.186666698,676969.666666698,28.4666666984558,676969.666666698,6769.88644444497,11282.8277777783,.474444444974264,11282.8277777783,282.078601851874,470.117824074096,.0197685185405943,470.117824074096,35.208796289232,1.66666666666667,1,0,4,1,0,0,1,3,0,3,0,0,0,5,2,0,0,0,0,0,2,0,2,0,3,0,1,0,0,0,1,0,0,3,0,3,0,0,0,3.33333333333333,5,0,5,2.75,3,1,5
10709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7333333651225,55.7333333651225,55.7333333651225,55.7333333651225,1,1,1,1,1, , , , , , , , , , , , ,55.7333333651225,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3
10710,29,46,61,48,31,54,73,20,19,39,40,36,5,41,81,172,197,30,40,49,37,26,27,16,6,8,6,2,11,8,6,13,15,19,18,20,20,17,27,33,42,81,83,62,64,63,65,78,120,62,30,17,3,2,94,14,10,9,94,79,15,36,18,34,81,77,4,2,24,26,10,9,4,3,0,18,5,0,0,2,0,4,2,43,13,6,2,3,3,49.3012908110767,47.55,2.9,115.366666666667,496,17.6048387096774,7,1,68,623903.180245221,650971.116666667,14.5000000317891,1815580.14999994,10398.3863374203,10849.5186111111,.241666667196486,30259.6691666656,433.266097392513,452.063275462963,.0100694444665202,1260.81954861107,50.0594860296582,1.85483870967742,1,0,10,23,47,2,294,98,63,334,15,93,5,302,11,230,100,0,0,223,162,2,110,0,217,0,217,177,169,34,306,34,10,225,80,245,5,10,88,7.92540322580645,7,0,16,2.79398148148148,3,1,5
10801,0,1,2,1,0,2,0,0,3,2,1,1,0,4,2,3,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,2,3,0,3,1,4,1,1,5,0,0,1,0,0,3,0,0,0,2,1,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9196969754768,43.4833333015442,7.25,75.65,13,1.76923076923077,1,1,3,1104483.83,1349882.21666667,736386.25,1349882.21666667,18408.0638333333,22498.0369444444,12273.1041666667,22498.0369444444,767.002659722222,937.418206018519,511.379340277778,937.418206018519,40.9384259298996,1.30769230769231,1,0,3,0,0,0,3,0,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1.69230769230769,1,0,4,3.25,3,3,5
